DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
19,5,DL,14893,12478,20,20
19,5,DL,14893,12954,20,2
19,5,DL,15304,10721,34,26
19,5,DL,15304,11278,-3,-2
19,5,DL,15304,11618,35,34
19,5,DL,15304,14843,43,35
19,5,DL,10140,12478,0,-17
19,5,DL,10423,10721,-4,-6
19,5,DL,10423,11697,-3,-17
19,5,DL,10423,12954,-5,-25
19,5,DL,10423,13204,-5,-12
19,5,DL,10423,14771,36,52
19,5,DL,10529,11697,40,34
19,5,DL,10529,13204,-8,-3
19,5,DL,10529,14027,54,57
19,5,DL,10529,14843,-3,14
19,5,DL,10721,10423,15,32
19,5,DL,10721,10792,69,58
19,5,DL,11618,10821,4,-9
19,5,DL,12266,13487,-2,-16
19,5,DL,12266,14027,0,-7
19,5,DL,11042,13198,24,46
19,5,DL,11066,13930,52,24
19,5,DL,12266,11066,-2,-3
19,5,DL,12266,12264,8,-19
19,5,DL,11618,13851,12,-6
19,5,DL,14100,11618,12,15
19,5,DL,11057,12264,-6,-12
19,5,DL,13930,13871,175,315
19,5,DL,13487,11042,139,166
19,5,DL,11042,15016,-9,-17
19,5,DL,12339,13930,21,33
19,5,DL,11292,10423,57,36
19,5,DL,12266,11193,33,32
19,5,DL,14107,12266,3,-13
19,5,DL,13342,12266,-5,-10
19,5,DL,13930,10792,-5,-22
19,5,DL,13930,11193,0,-10
19,5,DL,12339,11042,16,22
19,5,DL,13930,11057,4,-1
19,5,DL,11042,12266,22,11
19,5,DL,13204,12266,40,33
19,5,DL,15376,12266,8,2
19,5,DL,11042,10721,3,-2
19,5,DL,14869,12266,-6,-6
19,5,DL,15016,12266,49,37
19,5,DL,14307,11618,-1,-2
19,5,DL,11292,12266,-1,-3
19,5,DL,11433,12264,-4,6
19,5,DL,10792,12264,-3,9
19,5,DL,13198,11618,7,-4
19,5,DL,11042,13303,-1,-12
19,5,DL,13303,11042,14,-15
19,5,DL,13851,11618,18,0
19,5,DL,12266,14107,14,43
19,5,DL,15016,12264,-3,5
19,5,DL,12266,14524,-1,-12
19,5,DL,14524,12266,-3,13
19,5,DL,14027,11042,35,43
19,5,DL,13495,11618,-4,-8
19,5,DL,12264,10792,15,4
19,5,DL,14100,11042,11,19
19,5,DL,11292,15376,1,25
19,5,DL,11292,14730,0,9
19,5,DL,11618,14307,34,12
19,5,DL,13198,13930,49,37
19,5,DL,10693,13930,21,27
19,5,DL,11292,13198,-1,0
19,5,DL,14122,13930,-1,-25
19,5,DL,12264,10693,35,11
19,5,DL,12266,13204,-2,-12
19,5,DL,11292,10693,20,17
19,5,DL,11042,15304,11,0
19,5,DL,15304,11042,-2,-24
19,5,DL,11042,14122,-8,-25
19,5,DL,13930,13244,28,50
19,5,DL,11292,12339,4,31
19,5,DL,13930,11066,1,-3
19,5,DL,12264,15016,-1,-14
19,5,DL,11618,14100,4,9
19,5,DL,12264,12339,-2,8
19,5,DL,10693,12264,37,45
19,5,DL,12264,13495,0,-13
19,5,DL,13495,13930,28,17
19,5,DL,13930,14492,25,13
19,5,DL,11042,13495,2,1
19,5,DL,13495,11042,-3,-6
19,5,DL,12264,11066,-5,-24
19,5,DL,12264,14730,-6,-17
19,5,DL,12451,12264,12,5
19,5,DL,13930,12451,0,-4
19,5,DL,10529,13930,25,9
19,5,DL,11433,13931,4,5
19,5,DL,13244,14492,15,10
19,5,DL,14492,13244,60,45
19,5,DL,14492,13204,0,6
19,5,DL,11433,14683,6,3
19,5,DL,14683,11433,-4,-17
19,5,DL,11193,11433,0,-18
19,5,DL,11433,11193,-2,-4
19,5,DL,13495,13244,-3,-13
19,5,DL,13871,11433,-7,-20
19,5,DL,11433,13871,-2,-8
19,5,DL,10423,13244,-1,10
19,5,DL,13244,10423,4,-28
19,5,DL,13487,14492,0,6
19,5,DL,11433,13851,-2,-16
19,5,DL,11433,14122,-3,-12
19,5,DL,13204,14492,117,128
19,5,DL,10529,14492,5,-7
19,5,DL,13244,11057,-4,-1
19,5,DL,13487,13495,0,-1
19,5,DL,13495,13487,0,10
19,5,DL,11193,13244,-1,8
19,5,DL,13244,11193,3,-13
19,5,DL,11057,13244,-4,-19
19,5,DL,12953,14492,103,111
19,5,DL,14492,12953,72,78
19,5,DL,14492,15304,127,145
19,5,DL,15304,14492,-6,20
19,5,DL,12953,15016,50,27
19,5,DL,15016,12953,63,55
19,5,DL,14524,12953,61,65
19,5,DL,12451,12953,-4,-23
19,5,DL,12953,12451,9,7
19,5,DL,14492,13487,-5,-11
19,5,DL,11057,12953,-4,6
19,5,DL,13891,14869,1,-15
19,5,DL,11278,11193,32,10
19,5,DL,10397,11259,22,45
19,5,DL,11259,10397,9,21
19,5,DL,12953,11193,14,12
19,5,DL,11193,12953,33,19
19,5,DL,10821,14492,73,63
19,5,DL,11066,14492,0,-17
19,5,DL,14492,11066,-1,4
19,5,DL,14492,10529,-5,-7
19,5,DL,14122,11433,-5,0
19,5,DL,11298,11193,-2,-12
19,5,DL,11193,11298,32,24
19,5,DL,13487,14307,0,-14
19,5,DL,14307,13487,25,31
19,5,DL,12953,14524,7,13
19,5,DL,12953,13198,-1,-18
19,5,DL,13198,12953,-7,-7
19,5,DL,14122,11193,-2,-29
19,5,DL,10792,11433,21,26
19,5,DL,13244,13198,-3,-9
19,5,DL,11298,12953,55,52
19,5,DL,13931,12953,17,4
19,5,DL,10693,12953,-1,-4
19,5,DL,12953,10693,-3,-1
19,5,DL,13232,13487,11,18
19,5,DL,13487,13232,7,-10
19,5,DL,12953,11298,987,988
19,5,DL,11193,13487,12,17
19,5,DL,11193,13495,4,12
19,5,DL,14100,13244,-1,-12
19,5,DL,11433,10792,-6,9
19,5,DL,12264,13487,43,90
19,5,DL,13487,12264,85,93
19,5,DL,14492,11193,-2,0
19,5,DL,13244,14100,-10,-1
19,5,DL,13244,14683,-2,9
19,5,DL,14683,13244,5,3
19,5,DL,13244,11298,-8,9
19,5,DL,13244,15016,0,-5
19,5,DL,11298,13244,-5,-8
19,5,DL,15016,13244,-1,-9
19,5,DL,10693,13487,1,8
19,5,DL,13244,13871,7,-7
19,5,DL,13244,13495,-4,2
19,5,DL,13244,13342,-7,0
19,5,DL,13342,13244,23,21
19,5,DL,12339,13244,12,-22
19,5,DL,13244,12339,-1,-13
19,5,DL,11193,11278,-2,-10
19,5,DL,11193,14100,-6,-12
19,5,DL,13487,11193,7,47
19,5,DL,13871,13244,12,-16
19,5,DL,11193,10529,-3,-24
19,5,DL,13198,13244,-3,28
19,5,DL,11057,11193,15,7
19,5,DL,11193,11057,98,91
19,5,DL,11193,14122,5,-10
19,5,DL,13487,14524,14,10
19,5,DL,14524,13487,3,-7
19,5,DL,12953,13931,-1,-15
19,5,DL,12953,11057,7,12
19,5,DL,11193,14492,-4,3
19,5,DL,10529,11193,49,91
19,5,DL,11193,13342,8,10
19,5,DL,13342,11193,60,39
19,5,DL,10792,12953,-2,-5
19,5,DL,12953,10792,65,55
19,5,DL,12264,13931,54,58
19,5,DL,12953,12264,5,7
19,5,DL,13931,12264,-4,37
19,5,DL,12264,12953,36,41
19,5,DL,13930,10529,-2,11
19,5,DL,11057,13930,24,14
19,5,DL,13931,13930,-1,-12
19,5,DL,13930,13851,-2,-7
19,5,DL,13851,13930,164,167
19,5,DL,10529,12264,8,10
19,5,DL,13930,14524,1,-5
19,5,DL,11066,12264,1,-30
19,5,DL,14524,13930,1,-14
19,5,DL,12264,11057,-5,9
19,5,DL,12264,14524,-4,-7
19,5,DL,12264,14492,-2,-17
19,5,DL,12264,10529,-16,-6
19,5,DL,13930,14122,5,-8
19,5,DL,13930,13931,39,46
19,5,DL,12451,13930,36,67
19,5,DL,12339,12264,70,73
19,5,DL,11298,11292,8,-4
19,5,DL,13244,11292,15,26
19,5,DL,14524,12264,18,-8
19,5,DL,11292,11298,42,30
19,5,DL,12264,14122,-1,16
19,5,DL,11292,11066,21,10
19,5,DL,13871,11292,23,52
19,5,DL,11292,10140,54,63
19,5,DL,14107,11292,-1,-5
19,5,DL,13198,12264,-5,-10
19,5,DL,13198,11292,36,51
19,5,DL,13930,13495,212,233
19,5,DL,11292,13244,-7,-13
19,5,DL,11292,11193,-1,24
19,5,DL,10140,11292,21,15
19,5,DL,13495,11292,42,19
19,5,DL,12264,11193,10,43
19,5,DL,11193,12264,134,178
19,5,DL,14122,11292,31,54
19,5,DL,14122,12264,23,18
19,5,DL,11292,13871,-1,-9
19,5,DL,13851,11292,1,2
19,5,DL,15376,11292,15,1
19,5,DL,11292,14869,-5,7
19,5,DL,14730,11292,0,-10
19,5,DL,11066,11292,0,2
19,5,DL,11193,11292,0,-5
19,5,DL,11292,15016,-1,2
19,5,DL,14307,12264,-4,-8
19,5,DL,11292,14107,-5,-19
19,5,DL,12264,13198,-7,3
19,5,DL,12264,13851,19,48
19,5,DL,12264,12451,77,74
19,5,DL,11292,13495,66,65
19,5,DL,12264,14307,65,163
19,5,DL,11292,14122,-5,-11
19,5,DL,14730,12264,-4,-28
19,5,DL,11292,14908,-6,-3
19,5,DL,14908,11292,-6,-16
19,5,DL,11292,14771,29,14
19,5,DL,15304,11292,7,4
19,5,DL,11292,12889,-5,-11
19,5,DL,11292,13851,27,58
19,5,DL,11292,14747,-3,-17
19,5,DL,14747,11292,15,13
19,5,DL,11292,14679,14,10
19,5,DL,14679,11292,67,74
19,5,DL,12889,11292,65,97
19,5,DL,11292,13342,38,25
19,5,DL,11292,15304,29,16
19,5,DL,13204,11292,216,213
19,5,DL,11292,14635,52,48
19,5,DL,14635,11292,43,39
19,5,DL,12266,11292,-3,16
19,5,DL,14771,11292,4,-7
19,5,DL,15016,11292,35,70
19,5,DL,11278,11292,-2,3
19,5,DL,11292,11278,29,10
19,5,DL,11292,14057,14,35
19,5,DL,14057,11292,-6,-7
19,5,DL,11292,12892,-3,-5
19,5,DL,12892,11292,-6,-12
19,5,DL,11292,11697,2,-13
19,5,DL,11697,11292,-5,-14
19,5,DL,11292,11042,-7,-24
19,5,DL,11292,13232,-2,21
19,5,DL,13232,11292,17,39
19,5,DL,13342,11292,-5,-22
19,5,DL,11292,13204,17,32
19,5,DL,10423,11292,20,16
19,5,DL,11042,11292,107,114
19,5,DL,13204,13871,-4,2
19,5,DL,13871,13204,18,30
19,5,DL,13204,13342,16,0
19,5,DL,13342,13204,-6,58
19,5,DL,13930,15016,2,-7
19,5,DL,14635,11066,-1,-6
19,5,DL,14635,11278,8,4
19,5,DL,13204,13495,-5,-14
19,5,DL,14635,12339,-4,24
19,5,DL,13204,14100,-6,-12
19,5,DL,14635,13342,-2,-4
19,5,DL,13342,11278,2,-12
19,5,DL,15304,10821,97,92
19,5,DL,13232,14635,-3,-18
19,5,DL,15304,12339,0,0
19,5,DL,14122,14635,-1,-1
19,5,DL,13204,14122,7,8
19,5,DL,10821,11057,55,27
19,5,DL,15304,13342,-4,0
19,5,DL,15304,14122,36,22
19,5,DL,13204,13232,8,-16
19,5,DL,11057,10821,27,2
19,5,DL,12339,14635,0,-11
19,5,DL,11278,14635,-3,-4
19,5,DL,13204,10821,0,-7
19,5,DL,14635,13232,-4,14
19,5,DL,12339,11697,23,30
19,5,DL,10821,13204,-5,7
19,5,DL,13342,14635,2,13
19,5,DL,10821,15304,-2,-2
19,5,DL,11697,12339,21,2
19,5,DL,10821,14635,0,-10
19,5,DL,14635,10821,0,2
19,5,DL,14635,14122,-2,-12
19,5,DL,14122,15304,-1,3
19,5,DL,15304,14100,13,17
19,5,DL,14100,15304,21,39
19,5,DL,14122,13204,29,2
19,5,DL,14843,10821,-5,-12
19,5,DL,13204,12339,-9,-31
19,5,DL,12339,13204,15,-10
19,5,DL,13342,15304,-1,-14
19,5,DL,11066,14635,-3,15
19,5,DL,12191,13204,1,-2
19,5,DL,13204,11066,-1,-7
19,5,DL,11066,13204,25,17
19,5,DL,13204,12191,40,30
19,5,DL,10821,11697,56,58
19,5,DL,11697,10821,20,24
19,5,DL,14771,14908,43,50
19,5,DL,14908,14771,16,19
19,5,DL,12889,14908,-1,9
19,5,DL,14908,12889,-3,2
19,5,DL,10423,12191,3,-8
19,5,DL,10821,14843,-2,14
19,5,DL,11066,11697,44,40
19,5,DL,11278,13342,-8,17
19,5,DL,11697,11066,812,811
19,5,DL,11697,14100,-5,26
19,5,DL,11697,14122,85,95
19,5,DL,12191,10423,54,33
19,5,DL,12339,15304,0,26
19,5,DL,13232,13204,11,4
19,5,DL,13495,13204,-1,8
19,5,DL,14122,11697,12,18
19,5,DL,14100,11697,-2,-18
19,5,DL,14100,13204,-5,-17
19,5,DL,12191,14683,39,38
19,5,DL,14683,12191,34,36
19,5,DL,14027,14100,24,7
19,5,DL,14100,14027,-6,-7
19,5,DL,13342,10721,18,50
19,5,DL,10721,13342,27,25
19,5,DL,14100,14635,26,23
19,5,DL,14635,14100,-1,-4
19,5,DL,15304,13232,24,27
19,5,DL,13232,15304,25,28
19,5,DL,11697,13232,0,19
19,5,DL,13232,11697,17,27
19,5,DL,11066,15304,2,20
19,5,DL,15304,11066,17,6
19,5,DL,15304,10792,1,-6
19,5,DL,10792,15304,0,3
19,5,DL,13198,13204,1,-1
19,5,DL,13204,13198,0,-7
19,5,DL,13204,15016,-5,-4
19,5,DL,15016,13204,-2,-6
19,5,DL,10821,12889,-6,-10
19,5,DL,12889,10821,-7,-3
19,5,DL,13796,13830,60,79
19,5,DL,13830,13796,-2,4
19,5,DL,14057,12173,-2,11
19,5,DL,12173,14057,-6,-8
19,5,DL,14747,13830,29,12
19,5,DL,13830,14747,18,11
19,5,DL,14107,12173,-2,-21
19,5,DL,12173,14107,49,55
19,5,DL,14831,13830,216,217
19,5,DL,13830,14831,197,174
19,5,DL,13796,12173,-1,12
19,5,DL,12173,13796,6,-1
19,5,DL,12173,12478,-1,0
19,5,DL,12478,12173,1,4
19,5,DL,12889,12173,9,3
19,5,DL,12173,12889,-1,7
19,5,DL,14679,12173,1,6
19,5,DL,12173,14679,6,4
19,5,DL,14893,12173,-5,17
19,5,DL,12173,14893,-2,-12
19,5,DL,13830,12173,-2,4
19,5,DL,12173,13830,-5,-16
19,5,DL,13487,10693,60,72
19,5,DL,14730,11298,41,20
19,5,DL,11298,14730,-2,-9
19,5,DL,12339,13303,31,18
19,5,DL,13303,13931,1,-13
19,5,DL,13303,12339,27,22
19,5,DL,14122,13303,95,131
19,5,DL,13303,10693,64,67
19,5,DL,12451,13303,11,6
19,5,DL,13303,12451,-4,-11
19,5,DL,13931,13303,12,8
19,5,DL,10693,13303,33,19
19,5,DL,11057,13303,-5,-5
19,5,DL,13303,11057,143,130
19,5,DL,11066,13303,8,3
19,5,DL,13930,14869,-1,-1
19,5,DL,15016,12478,105,104
19,5,DL,10792,13487,-1,14
19,5,DL,14100,11193,7,11
19,5,DL,13851,11433,31,27
19,5,DL,14869,10423,45,30
19,5,DL,10423,14869,2,-10
19,5,DL,14869,13930,-5,-9
19,5,DL,10821,12478,1,14
19,5,DL,12478,13487,10,-4
19,5,DL,13851,14869,12,4
19,5,DL,14869,13851,-13,-28
19,5,DL,14122,12478,0,-16
19,5,DL,12478,13198,-4,15
19,5,DL,13198,12478,-3,-1
19,5,DL,12478,14122,9,2
19,5,DL,12478,14100,-1,-1
19,5,DL,13244,10721,-1,-3
19,5,DL,10721,13244,-1,-9
19,5,DL,11298,12478,-2,-7
19,5,DL,12478,11298,-3,17
19,5,DL,12478,11278,29,41
19,5,DL,11193,15016,44,28
19,5,DL,12451,11193,0,-18
19,5,DL,11193,12451,0,1
19,5,DL,11278,13244,32,18
19,5,DL,11193,12478,-8,38
19,5,DL,13342,12478,121,108
19,5,DL,13487,12478,3,-6
19,5,DL,13244,11278,0,-16
19,5,DL,12478,12339,9,4
19,5,DL,12478,10821,-1,-4
19,5,DL,11433,11066,-1,11
19,5,DL,14100,12478,-3,22
19,5,DL,12478,11193,79,99
19,5,DL,13487,11066,-2,-1
19,5,DL,11278,12478,5,-1
19,5,DL,13487,10792,22,20
19,5,DL,12478,13342,-2,15
19,5,DL,14307,11433,13,22
19,5,DL,11433,14307,-6,-25
19,5,DL,11193,13198,1,-3
19,5,DL,13198,11193,-5,-15
19,5,DL,11193,10821,48,56
19,5,DL,11433,11042,41,36
19,5,DL,12478,14730,2,-4
19,5,DL,15016,11193,-6,3
19,5,DL,14492,10821,12,20
19,5,DL,13851,13487,0,6
19,5,DL,14730,11433,-3,9
19,5,DL,10821,11193,16,33
19,5,DL,11193,14524,39,57
19,5,DL,13232,11433,0,-23
19,5,DL,11433,14524,-4,-24
19,5,DL,13931,11433,13,25
19,5,DL,11433,13232,31,16
19,5,DL,10693,12478,-5,-2
19,5,DL,12478,10693,0,-5
19,5,DL,11066,11433,-11,-21
19,5,DL,13244,13851,16,42
19,5,DL,13851,13244,-3,-9
19,5,DL,13487,13851,-6,-5
19,5,DL,13487,14730,-4,6
19,5,DL,13931,12478,39,24
19,5,DL,11433,14730,-6,-24
19,5,DL,11066,12478,18,0
19,5,DL,11042,11433,-5,-21
19,5,DL,11066,13487,-3,-9
19,5,DL,13495,11193,67,79
19,5,DL,14524,11433,16,34
19,5,DL,13244,14122,38,38
20,6,DL,14122,13244,-7,-23
20,6,DL,12478,11042,-1,-7
20,6,DL,12339,14492,9,-14
20,6,DL,12478,14524,-4,-37
20,6,DL,14524,12478,-3,-11
20,6,DL,13931,10721,-2,-13
20,6,DL,11193,10693,-9,-15
20,6,DL,14492,12339,-2,-16
20,6,DL,10693,11193,-7,-17
20,6,DL,11042,12478,-6,-16
20,6,DL,10721,13931,-7,-5
20,6,DL,14524,11193,-2,-4
20,6,DL,12478,13931,24,0
20,6,DL,11298,12173,0,-21
20,6,DL,14730,13487,-1,-14
20,6,DL,12173,11298,0,-8
20,6,DL,12892,11618,19,23
20,6,DL,11618,12892,-7,0
20,6,DL,12892,12264,-2,-16
20,6,DL,12264,12892,0,-17
20,6,DL,13204,13930,-8,-11
20,6,DL,13930,13204,-6,-15
20,6,DL,11298,12892,-1,9
20,6,DL,11278,11298,-5,-30
20,6,DL,12892,11278,0,-21
20,6,DL,11278,12892,-2,-15
20,6,DL,13830,11298,-5,-21
20,6,DL,11298,13830,0,-11
20,6,DL,11298,13303,-2,-3
20,6,DL,13303,11298,-3,-11
20,6,DL,12953,13930,-3,-8
20,6,DL,11298,15304,-7,-27
20,6,DL,13930,14107,17,-30
20,6,DL,11298,12451,0,-3
20,6,DL,11298,14635,-1,-5
20,6,DL,14747,11298,6,15
20,6,DL,13930,12889,-4,-5
20,6,DL,13930,10423,2,-20
20,6,DL,13930,15304,28,16
20,6,DL,13930,12953,-5,-14
20,6,DL,10821,11298,1,-17
20,6,DL,14107,13930,-2,-16
20,6,DL,11292,13930,-1,-17
20,6,DL,11298,14908,-9,-16
20,6,DL,15376,13930,-4,-13
20,6,DL,12451,11298,5,18
20,6,DL,12889,13930,-6,-20
20,6,DL,11298,14100,-6,-11
20,6,DL,14771,13930,0,-12
20,6,DL,13303,10721,-1,-4
20,6,DL,11298,10821,0,-11
20,6,DL,11298,10423,59,49
20,6,DL,11298,14679,-2,-24
20,6,DL,14635,11298,-2,-14
20,6,DL,10423,12892,-2,-13
20,6,DL,11298,13495,-2,-28
20,6,DL,12266,13303,-4,-34
20,6,DL,11278,13930,-2,-10
20,6,DL,14100,13303,-2,-28
20,6,DL,14524,11298,-4,-18
20,6,DL,14771,13303,-7,-13
20,6,DL,12264,11298,0,-8
20,6,DL,13891,11298,-4,-8
20,6,DL,15016,11298,49,37
20,6,DL,12889,11298,10,-19
20,6,DL,13851,11298,-4,-19
20,6,DL,11298,13204,-6,-23
20,6,DL,14908,11298,-6,-14
20,6,DL,11298,14492,27,-1
20,6,DL,13303,14771,-5,-8
20,6,DL,11278,13303,3,-18
20,6,DL,11298,14057,-3,8
20,6,DL,13303,14100,0,-7
20,6,DL,10721,13303,-5,-18
20,6,DL,11298,10529,-8,-27
20,6,DL,11298,14831,0,-17
20,6,DL,10140,11298,-3,-9
20,6,DL,11057,11298,-2,-18
20,6,DL,14771,12892,30,27
20,6,DL,11697,13930,23,9
20,6,DL,13930,14747,-6,-9
20,6,DL,13198,11298,1,-25
20,6,DL,13303,13204,147,150
20,6,DL,14843,13303,0,-7
20,6,DL,14492,11298,-4,-18
20,6,DL,13495,13303,-6,-21
20,6,DL,14679,13930,-5,-22
20,6,DL,13930,11278,-3,-11
20,6,DL,13204,13303,0,-13
20,6,DL,12892,13930,-1,-25
20,6,DL,14843,11298,202,185
20,6,DL,13930,11697,-3,-14
20,6,DL,13303,14843,-5,-16
20,6,DL,14492,13303,-5,-14
20,6,DL,11298,11057,-3,-12
20,6,DL,10423,13930,-7,-18
20,6,DL,11298,14027,-2,-16
20,6,DL,15016,12892,-1,-19
20,6,DL,13303,14747,-4,-7
20,6,DL,13930,13303,0,-19
20,6,DL,11697,11298,-1,-3
20,6,DL,15304,11298,0,7
20,6,DL,15016,13303,31,27
20,6,DL,11298,13891,-3,-16
20,6,DL,11298,10140,-4,-18
20,6,DL,12339,11298,-2,-17
20,6,DL,11298,12339,-8,-20
20,6,DL,11298,15016,-9,-27
20,6,DL,12892,15016,0,-33
20,6,DL,13871,11298,-3,-21
20,6,DL,14635,13930,-3,-4
20,6,DL,13303,11278,0,-7
20,6,DL,11298,14747,-2,-12
20,6,DL,11298,11697,-3,4
20,6,DL,11298,13198,-7,11
20,6,DL,13303,14492,-5,-6
20,6,DL,13931,11298,-8,-17
20,6,DL,13930,11292,2,1
20,6,DL,11298,15376,-4,2
20,6,DL,14100,11298,-1,-30
20,6,DL,13930,14831,-5,-7
20,6,DL,11298,14893,-1,-29
20,6,DL,14831,11298,-1,5
20,6,DL,11298,13931,-7,-21
20,6,DL,11298,11066,-7,-4
20,6,DL,13303,12264,-6,-6
20,6,DL,15304,13303,21,2
20,6,DL,15376,11298,22,20
20,6,DL,13303,13495,0,-20
20,6,DL,11298,14843,-2,-17
20,6,DL,14747,13303,-4,-4
20,6,DL,10821,13303,-1,17
20,6,DL,11298,14524,-4,-8
20,6,DL,14107,11298,-5,-14
20,6,DL,11298,11618,0,-6
20,6,DL,11618,11298,22,17
20,6,DL,11618,13303,11,-8
20,6,DL,13930,14027,-4,-14
20,6,DL,14027,13930,-5,-17
20,6,DL,14122,11298,-8,-24
20,6,DL,11298,14107,-1,8
20,6,DL,13303,12889,40,33
20,6,DL,13303,10821,1,-24
20,6,DL,13930,14679,-11,-12
20,6,DL,14747,13930,-2,-18
20,6,DL,14908,13930,1,-19
20,6,DL,14100,13930,-2,-33
20,6,DL,15304,13930,-7,-1
20,6,DL,13303,15016,5,-5
20,6,DL,14057,11298,6,0
20,6,DL,14831,13930,-5,8
20,6,DL,13930,14908,-5,-16
20,6,DL,10529,11298,-5,-22
20,6,DL,12892,14771,-2,-13
20,6,DL,13303,15304,-5,-6
20,6,DL,11298,14570,-2,-11
20,6,DL,13930,15376,-4,-6
20,6,DL,13930,14635,-3,-13
20,6,DL,13930,14771,-5,-11
20,6,DL,14027,11298,7,0
20,6,DL,12892,10423,-2,-9
20,6,DL,13303,10529,-3,-6
20,6,DL,12264,13303,-1,6
20,6,DL,11298,14122,-6,-12
20,6,DL,13930,14570,3,3
20,6,DL,11292,13303,7,-3
20,6,DL,13303,11292,-8,2
20,6,DL,13303,12266,-7,-4
20,6,DL,14570,13930,-1,0
20,6,DL,14107,13303,-1,-15
20,6,DL,12889,13303,33,17
20,6,DL,12892,11298,-4,-21
20,6,DL,11278,15016,-5,-9
20,6,DL,15016,11278,-3,-18
20,6,DL,14570,11298,-2,-3
20,6,DL,12478,12266,-5,-21
20,6,DL,13303,14107,-4,-20
20,6,DL,13930,14843,-3,-5
20,6,DL,10529,13303,-2,-18
20,6,DL,12339,12478,-5,-13
20,6,DL,11298,13930,-5,-17
20,6,DL,14843,13930,-7,7
20,6,DL,13930,11298,9,4
20,6,DL,12266,12478,-1,-17
20,6,DL,14747,14831,-7,-20
20,6,DL,14747,14771,1,-11
20,6,DL,14771,14057,6,-8
20,6,DL,14771,14747,-8,-14
20,6,DL,14679,14057,-7,-11
20,6,DL,10299,14747,14,4
20,6,DL,14747,10299,-3,-8
20,6,DL,14747,13204,-5,-12
20,6,DL,14893,14747,-5,-6
20,6,DL,14747,13198,-2,-7
20,6,DL,15016,14747,-4,-16
20,6,DL,12266,14747,-1,-10
20,6,DL,14747,14683,-4,-1
20,6,DL,14057,14107,127,122
20,6,DL,14747,14107,-1,-10
20,6,DL,14747,12889,-3,-17
20,6,DL,14057,14908,-6,-19
20,6,DL,10800,14747,-8,-27
20,6,DL,14747,14679,72,68
20,6,DL,14679,14747,2,-18
20,6,DL,12892,14747,-12,-24
20,6,DL,12892,14057,-1,-19
20,6,DL,14747,12892,-4,-16
20,6,DL,14057,14771,-4,-14
20,6,DL,14747,14893,-2,-13
20,6,DL,13796,14747,-11,-19
20,6,DL,11278,14747,42,50
20,6,DL,13830,14893,-6,-31
20,6,DL,14057,13830,-7,-3
20,6,DL,10423,14747,20,8
20,6,DL,14747,10423,2,-5
20,6,DL,14107,14057,-3,-14
20,6,DL,15376,14747,-7,4
20,6,DL,14057,12889,-3,-16
20,6,DL,14908,14057,-3,-1
20,6,DL,14057,14679,-4,-24
20,6,DL,14057,12892,-3,-16
20,6,DL,13891,14747,-5,-14
20,6,DL,14747,14908,-2,-4
20,6,DL,14747,13796,-7,-3
20,6,DL,14057,10299,-3,-5
20,6,DL,11697,14747,-7,-5
20,6,DL,12173,14831,-5,-8
20,6,DL,14679,13830,-5,-6
20,6,DL,14679,13204,-2,-10
20,6,DL,13198,14747,1,4
20,6,DL,14683,14747,-4,-15
20,6,DL,14747,13891,-2,-28
20,6,DL,14747,10800,-6,-14
20,6,DL,14831,14747,0,-18
20,6,DL,11618,14747,-3,-14
20,6,DL,13830,14679,0,0
20,6,DL,14893,13830,-3,-9
20,6,DL,11278,14057,17,6
20,6,DL,12889,14747,0,-6
20,6,DL,14908,14747,-8,-10
20,6,DL,14057,14831,-1,-21
20,6,DL,14747,14100,-3,-13
20,6,DL,14747,11278,-5,-16
20,6,DL,14100,14747,-4,-18
16,2,DL,14747,11618,-5,-4
16,2,DL,13204,14747,-7,-8
16,2,DL,14107,14747,4,5
16,2,DL,12889,14057,11,-9
16,2,DL,14057,11278,4,-6
16,2,DL,14747,15376,-2,2
16,2,DL,14831,14057,-1,-20
16,2,DL,10299,13930,-6,-22
16,2,DL,10299,14057,-2,-13
16,2,DL,12173,10299,-3,-13
16,2,DL,13830,14057,-2,-31
16,2,DL,14747,12266,-7,-15
16,2,DL,14057,13930,-7,-10
16,2,DL,14831,12173,-5,-8
16,2,DL,13930,10299,-3,-5
16,2,DL,10299,12173,-4,-5
16,2,DL,13830,10299,-5,-12
16,2,DL,13204,14679,-7,-17
16,2,DL,14747,11697,5,-15
16,2,DL,14747,15016,-2,-10
16,2,DL,13930,14057,-1,-19
16,2,DL,10299,13830,-3,-14
16,2,DL,10299,12892,177,245
16,2,DL,12892,10299,-9,-2
16,2,DL,12953,14730,4,-9
16,2,DL,14730,12478,-6,-25
16,2,DL,14869,13891,2,12
16,2,DL,13244,11697,6,-3
16,2,DL,11697,13244,-2,-13
16,2,DL,14492,14100,3,-2
16,2,DL,14027,11057,-2,-9
16,2,DL,11697,11057,-4,-3
16,2,DL,14122,11057,-2,-1
16,2,DL,14100,11057,-2,-18
16,2,DL,11057,14122,-5,-6
16,2,DL,14683,11057,-3,0
16,2,DL,15304,11057,-1,-9
16,2,DL,14307,11057,0,-16
16,2,DL,14635,11057,-5,4
16,2,DL,11057,12451,-5,-14
16,2,DL,12892,11057,-2,-32
16,2,DL,10821,14100,-5,-9
16,2,DL,14100,14107,3,-14
16,2,DL,13204,11057,-6,-11
